stage_id,title,order,step_id,left,top,description,en_title,en_description,de_title,de_description,es_title,es_description,dk_title,dk_description,,,br_title,br_description,fr_title,fr_description,sv_title,sv_description
seven_card_stud_setup,Higher Table Limit,2,seven_card_stud_setup_2,75,60,The higher table limit is a maximum bet within a game. The higher table limit is usually twice the amount of the lower table limit. ,Higher Table Limit,The higher table limit is a maximum bet within a game. The higher table limit is usually twice the amount of the lower table limit. ,Höchsteinsatz des Tisches,"Der Höchsteinsatz an einem Tisch ist das obere Einsatzlimit in einem Spiel. Der Höchsteinsatz entspricht in der Regel dem Doppelten des Mindesteinsatzes an einem Tisch. ",Límite alto de la mesa,El límite alto es la apuesta máxima de la partida. El límite alto suele ser el doble de la cantidad del límite bajo.,Øvre bordgrænse,Den øvre bordgrænse er maksimumindsatsen i et spil. Den øvre bordgrænse er typisk det dobbelte af den nedre bordgrænse. ,,,Limite superior da mesa,"O limite superior da mesa é a aposta máxima de um jogo. Normalmente, o limite superior da mesa equivale a duas vezes o valor do limite inferior. ",Limite haute de la table,La limite haute de la table est la mise maximum d'un jeu. La limite haute d'une table équivaut généralement à deux fois le montant de la limite basse de la table.,Övre bordsgräns,Den övre bordsgränsen är den högsta insatsen i spelet. Dem övre bordsgränsen är vanligen två gånger den nedre bordsgränsen.
seven_card_stud_setup,Dealer,3,seven_card_stud_setup_3,29,9,The dealer is a table position which is is indicated with a ‘D’ marker. The dealer position in Seven Card Stud poker determines the order of dealing cards to players.,Dealer,The dealer is a table position which is is indicated with a ‘D’ marker. The dealer position in Seven Card Stud poker determines the order of dealing cards to players.,Dealer,"Der Dealer ist eine Position am Tisch, die mit einem „D“ gekennzeichnet ist. Die Dealer-Position beim Seven Card Stud-Poker bestimmt, in welcher Reihenfolge Karten an die Spieler ausgeteilt werden.",Dealer,El dealer en Seven Card Stud es la posición en la mesa indicada con una ‘D’. En Seven Card Stud el dealer determina el orden en el que se reparten las cartas.,Dealer,"Dealeren er en position ved bordet, der markeres med en form for knap med et ""D"" på. Dealerpositionen i 7-Card Stud afgør, i hvilken rækkefølge spillerne får tildelt kort.",,,Dealer,"O dealer é uma posição na mesa indicada por um marcador ""D"". A posição do dealer no pôquer Seven Card Stud determina a ordem de distribuição das cartas para os jogadores.",Croupier,"Le croupier est une place à la table qui est indiquée par un marqueur « D ». Au poker Seven Card Stud, la place de croupier détermine l'ordre de distribution des cartes aux joueurs.",Dealer,"Dealer är en bordsposition som indikeras med en ""D""-markör. Dealerns position i Seven Card Stud poker bestämmer ordningen i vilken korten delas ut till spelarna."
seven_card_stud_setup,Ante,4,seven_card_stud_setup_4,24,29,"Before the first cards are dealt, each player has to place an ante. Antes are compulsory initial bets for every player wishing to participate in a game round. It is usually equal 10% of the small bet (lower stake).",Ante,"Before the first cards are dealt, each player has to place an ante. Antes are compulsory initial bets for every player wishing to participate in a game round. It is usually equal 10% of the small bet (lower stake).",Ante,"Vor dem Austeilen der ersten Karten muss jeder Spieler ein Ante entrichten. Antes sind obligatorische Eröffnungseinsätze für alle Spieler, die an einer Spielrunde teilnehmen möchten. Es entspricht in der Regel 10 % des Mindesteinsatzes.",Ante,"Antes de que se repartan las primeras cartas, todos los jugadores tienen que poner el ante. Los antes son apuestas obligatorias iniciales para cada jugador que quiera participar en la mano. Suele ser el 10% de la apuesta pequeña.",Ante,"Inden de første kort uddeles, skal alle spillere placere en ante. En ante er en obligatorisk indledende indsats for alle spillere, der ønsker at deltage i en given spillerunde. Den svarer typisk til 10 % af den mindste indsats (nedre grænse).",,,Ante,"Antes que as primeiras cartas sejam dadas, cada jogador deve fazer uma aposta ante. As apostas ante são apostas iniciais obrigatórias para todos os jogadores que desejam participar da rodada. Normalmente, equivale a 10% da aposta menor (aposta inferior).",Ante,"Avant la distribution des premières cartes, chaque joueur doit effectuer une ante. Les mises ante sont des enchères initiales obligatoires pour tous les joueurs souhaitant participer à une partie du jeu. L'ante est généralement égal à 10 % de la petite mise (mise basse).",Ante,Innan de första korten delas ut lägger varje spelare en ante. Ante är obligatoriska första insatser för alla spelare som vill delta i en spelrunda. Det är oftast lika med 10 % av den lilla satsningen (lägre insats).
seven_card_stud_third_street,Hole cards,1,seven_card_stud_third_street_1,56,30,"When all the players placed an ante, the dealer hands out two face down cards to each player. The cards are dealt one at a time in a clockwise fashion, starting with the first player immediately to the left of the dealer. These cards are known as ‘hole cards’.",Hole cards,"When all the players placed an ante, the dealer hands out two face down cards to each player. The cards are dealt one at a time in a clockwise fashion, starting with the first player immediately to the left of the dealer. These cards are known as ‘hole cards’.",Taschenkarten,"Nachdem alle Spieler ein Ante entrichtet haben, teilt der Dealer jedem Spieler zwei verdeckte Karten aus. Die Karten werden einzeln im Uhrzeigersinn ausgeteilt, angefangen beim Spieler, der direkt links vom Dealer sitzt. Diese Karten werden als „Taschenkarten“ bezeichnet.",Cartas particulares,"Cuando todos los jugadores han puesto el ante, el dealer reparte dos cartas boca abajo a cada jugador. Las cartas se reparten de una en una en el sentido de las agujas del reloj, empezando por el primer jugador a la izquierda del dealer.",Hole cards,"Når alle spillere har placeret deres ante, uddeler dealeren to kort med billedsiden nedad til hver spiller. Kortene gives ét ad gangen i urets retning, startende med den første spiller umiddelbart til venstre for dealeren. Disse kort kaldes ""hole cards"".",,,Cartas fechadas,"Depois que todos os jogadores fazem a aposta ante, o dealer distribui duas cartas viradas para baixo para cada um. As cartas são dadas uma por vez, seguindo o sentido horário, começando pelo primeiro jogador imediatamente à esquerda do dealer. Essas cartas são conhecidas como cartas fechadas.",Cartes fermées,"Lorsque tous les joueurs ont placé un ante, le croupier distribue deux cartes fermées à chaque joueur. Les cartes sont distribuées dans le sens des aiguilles d'une montre, une à la fois, en commençant par le joueur assis immédiatement à la gauche du croupier. Ces cartes sont appelées des cartes fermées.",Hålkort,"När alla spelare har lagt en ante delar dealern ut två nedåtvända kort till varje spelare. Korten delas ut ett åt gången medsols, med början vid den första spelaren omedelbart till vänster om dealern. Dessa kort kallas för ""hålkort""."
seven_card_stud_third_street,Door card,2,seven_card_stud_third_street_2,76,10,"After the hole cards have been dealt, the dealer hands out one face-up card to each player. These cards are called ‘door cards’ and are visible to other players. The cards are dealt in a clockwise fashion, starting with the first player immediately to the left of the dealer.",Door card,"After the hole cards have been dealt, the dealer hands out one face-up card to each player. These cards are called ‘door cards’ and are visible to other players. The cards are dealt in a clockwise fashion, starting with the first player immediately to the left of the dealer.",Door Card,"Nach dem Austeilen der Taschenkarten teilt der Dealer jedem Spieler eine offene Karte aus. Diese auch als „Door Cards“ bezeichneten Karten sind für alle Spieler offen sichtbar. Die Karten werden im Uhrzeigersinn ausgeteilt, angefangen beim Spieler, der direkt links vom Dealer sitzt.",Carta descubierta,"Después de que se han repartido las cartas particulares, el dealer reparte una carta boca arriba a cada jugador. Esta carta descubierta es visible por todos los jugadores. Las cartas se reparten en el sentido de las agujas del reloj comenzando en el jugador a la izquierda del dealer.",Door card,"Når de respektive hole cards er uddelt, giver dealeren hver spiller ét kort med billedsiden opad. Dette kort kaldes ""door card"" og kan ses af de øvrige spillere. Kortene gives i urets retning, startende med den første spiller umiddelbart til venstre for dealeren.",,,Carta de entrada,"Depois que as cartas fechadas são dadas, o dealer distribuir uma carta virada para cima para cada jogador. Essas cartas são chamadas de cartas de entrada (door cards) ou abertas e podem ser vistas pelos outros jogadores. As cartas são dadas seguindo o sentido horário, começando pelo primeiro jogador imediatamente à esquerda do dealer.
",Carte découverte,"Après la distribution des cartes fermées, le croupier distribue une carte découverte à chaque joueur. Ces cartes sont les cartes découvertes et sont visibles aux autres joueurs. Les cartes sont distribuées dans le sens des aiguilles d'une montre, en commençant par le joueur assis immédiatement à la gauche du croupier.",Dörrkort,"Efter att hålkorten har delats ut delar dealern ut ett uppåtvänt kort till varje spelare. Dessa kort kallas ""dörrkort"" och är synliga för andra spelare. Korten delas ut medsols, med början vid den första spelaren omedelbart till vänster om dealern."
seven_card_stud_third_street,Bring-in,3,seven_card_stud_third_street_3,70,90,"The person who received the lowest valued door card initiates the first betting round. They have to place a compulsory bet called the ‘bring-in’, which is usually 30-50% of the lower stake. This player has two options: post the bring-in amount or ‘complete’ the bet by upping it to the lower table limit. 

If there is more than one player with the same lowest valued door card, suits are used to determine the bring-in. They are ranked from the lowest to highest: clubs, diamonds, hearts, spades. (The 2 of clubs is the worst card in the deck when assessing the bring-in.)

After the bring-in has been posted, the betting action moves clockwise around the table with each player acting in turn.  ",Bring-in,"The person who received the lowest valued door card initiates the first betting round. They have to place a compulsory bet called the ‘bring-in’, which is usually 30-50% of the lower stake. This player has two options: post the bring-in amount or ‘complete’ the bet by upping it to the lower table limit. 

If there is more than one player with the same lowest valued door card, suits are used to determine the bring-in. They are ranked from the lowest to highest: clubs, diamonds, hearts, spades. (The 2 of clubs is the worst card in the deck when assessing the bring-in.)

After the bring-in has been posted, the betting action moves clockwise around the table with each player acting in turn.  ",Bring-In,"Der Spieler mit der niedrigsten Door Card eröffnet die erste Einsatzrunde. Dieser Spieler muss den als „Bring-In“ bezeichneten Pflichteinsatz entrichten, der in der Regel 30 – 50 % des Mindesteinsatzes entspricht. Dieser Spieler hat zwei Optionen: den Bring-In-Betrag entrichten oder den Einsatz durch Anheben auf den Mindesteinsatz am Tisch „vervollständigen“.

Hat mehr als ein Spieler die Door Card mit dem niedrigsten Wert, bestimmt die Farbe, welcher Spieler das Bring-In entrichten muss. Ihre Rangfolge von niedrigste bis höchste Farbe lautet: Kreuz, Karo, Herz, Pik. (Beim Bring-In gilt die Kreuz-2 als niedrigste Karte im Spiel.)

Nach dem Entrichten des Bring-Ins läuft die Einsatzrunde im Uhrzeigersinn um den Tisch, von einem Spieler zum nächsten.
",Bring-in,"La persona que recibe la carta de menor valor boca arriba inicia la primera ronda de apuestas. Tiene que poner una apuesta obligatoria que se llama bring-in que suele ser del 30% al 50% de la apuesta pequeña. Este jugador tiene dos opciones: poner el bring-in o completar la apuesta hasta la apuesta pequeña. 

Si hay más de un jugador con la misma carta baja descubierta, se tienen en cuenta los palos para determinar el bring-in. El orden de menor a mayor es: tréboles, diamantes, corazones y picas. (El 2 de tréboles es la peor carta para el bring-in)

Después del bring-in la acción continúa en el sentido de las agujas del reloj, actuando cada jugador en turno.",Bringin,"Spilleren med det laveste door card indleder den første indsatsrunde. Vedkommende skal placere en obligatorisk indsats, den såkaldte bringin, på typisk 30-50 % af minimumindsatsen. Spilleren har to muligheder: Placere bringinbeløbet eller øge det til den nedre bordgrænse, så der placeres en fuld indsats.

Hvis flere spillere har et door card med samme værdi, afgøres bringin af kortenes kulører. Kulørerne er rangeret som følger, fra lavest til højest: Klør, ruder, hjerter, spar. (Klør 2 er det dårligste kort i bunken, når det skal afgøres, hvem der skal placere bringin.)

Når bringin er placeret, foretager spillerne deres handlinger én ad gangen med uret rundt om bordet.",,,Começo da aposta (bring-in),"A pessoa que recebeu a carta de entrada ou aberta de menor valor inicia a primeira rodada de apostas. Ela deve fazer uma aposta obrigatória chamada de começo da aposta (bring-in), que normalmente equivale a 30 a 50% da aposta inferior. Esse jogador tem duas opções: apostar o valor do começo da aposta (bring-in) ou ""completar"" a aposta elevando-a ao limite inferior da mesa.

Se houver mais de um jogador com uma carta de entrada com o mesmo valor inferior, os naipes serão usados para determinar o começo da aposta (bring-in). A classificação deles, do menor para o maior, é: paus, ouros, copas e espadas. O 2 de paus é a pior carta do baralho na avaliação do começo da aposta (bring-in).

Depois que o começo da aposta (bring-in) é feito, as apostas continuam no sentido horário, alternando-se entre os jogadores ao redor da mesa.",Bring-in,"La personne qui a reçu la carte découverte la plus basse commence le premier tour d'enchère. Elle doit placer une enchère obligatoire appelée « bring-in », généralement 30 à 50 % de la mise basse. Ce joueur dispose de deux options : placer le montant de bring-in ou terminer la mise en montant jusqu'à la limite basse de la table.

Si plusieurs joueurs ont la même carte découverte la plus basse, les couleurs servent à déterminer le bring-in. trèfle, carreau, coeur, pique. (Le 2 de trèfle est la plus mauvaise carte du paquet lors de l'évaluation du bring-in.)

Après avoir placé le bring-in, les enchères se déroulent dans le sens horaire autour de la table, avec chaque joueur parlant à son tour.",Bring-in,"Den person som fått lägst värderat dörrkort inleder den första satsningsrundan. De har en obligatorisk satsning kallad ""bring-in"", vilket normalt är 30-50 % av den nedre insatsen. Denne spelare har två alternativ: lägga bring-in-beloppet eller ""komplettera"" satsningen genom att höjda den till den nedre bordsgränsen.

Om det finns fler än en spelare med samma lägsta värderade dörrkort används färg för att bestämma bring-in. De rangordnas från den lägsta till den högsta: klöver, ruter, hjärter och spader. (klöver 2 är det sämsta kortet i leken när man bedömer bring-in). 

Efter att bring-in har lagts går satsningen vidare medurs runt bordet och varje spelare agerar i tur och ordning."
seven_card_stud_third_street,Betting Options,4,seven_card_stud_third_street_4,74,43,"After the first player has posted the bring-in, the rest of the players have the following options: call, raise or fold. In the first betting round, players can bet in multiples of no less than the ‘bring-in’ amount and no more than table’s lower limit. ",Betting Options,"After the first player has posted the bring-in, the rest of the players have the following options: call, raise or fold. In the first betting round, players can bet in multiples of no less than the ‘bring-in’ amount and no more than table’s lower limit. ",Einsatzoptionen,"Nachdem der erste Spieler das Bring-In entrichtet hat, haben die weiteren Spieler folgende Optionen: mitgehen, erhöhen oder aussteigen. In der ersten Einsatzrunde können die Spieler mindestens den Bring-In-Betrag oder ein Vielfaches davon bis maximal den Mindesteinsatz des Tisches setzen. ",Opciones de apuesta,"Después de que el primer jugador haya puesto el bring-on, el resto de jugadores tiene las siguiente opciones: pagar, subir o tirarse. En la primera ronda de apuestas. los jugadores pueden apostar en múltiplos de no menos del bring-in o no más de la apuesta pequeño.",Indsatsmuligheder,"Når den første spiller har placeret bringin, har de øvrige spillere følgende muligheder: De kan calle, raise eller folde. I den første indsatsrunde skal spillernes indsatser være minimum på bringinbeløbet og maksimum på bordets nedre grænse. ",,,Opções de aposta,"Depois que o primeiro jogador faz o começo da aposta (bring-in), os demais têm as seguintes opções: pagar, aumentar ou desistir. Na primeira rodada de apostas, os jogadores podem apostar em múltiplos não inferiores ao valor do começo da aposta (bring-in) e não superiores ao limite inferior da mesa. ",Options de mise,"Après que le premier joueur ait placé le bring-in, le reste des joueurs disposent des options suivantes : suivre, relancer ou se coucher. Lors du premier tour d'enchère, les joueurs peuvent miser en multiples non inférieurs au montant de bring-in et sans dépasser la limite basse de la table.",Satsningsmöjligheter,"Efter att den första spelaren har lagt bring-in har resten av spelarna följande alternativ: syna, höja eller kasta korten. I den första satsningsrundan kan spelare satsa i multipler av som minst ""bring-in"" och inte mer än bordets undre gräns."
seven_card_stud_third_street,Call,5,seven_card_stud_third_street_5,22,90,To call is to match the bet made by the previous player. The first bet after the ‘bring-in’ has to match the ‘bring-in’ or raise it.,Call,To call is to match the bet made by the previous player. The first bet after the ‘bring-in’ has to match the ‘bring-in’ or raise it.,Mitgehen,"Mitgehen bedeutet, denselben Einsatz wie der vorherige Spieler zu entrichten. Der erste Einsatz nach dem Bring-In muss diesem Betrag entweder entsprechen oder ihn erhöhen.",Pagar,Pagar es poner la apuesta hecha por el jugador anterior. La primera apuesta después del bring-in tiene que igualar el bring-in o hacer una subida.,Call,At calle betyder at matche den forudgående spillers indsats. Den første indsats efter bringin skal matche eller raise bringin.,,,Pagar,"Pagar é fazer uma aposta igual à feita pelo jogador anterior. A primeira aposta após o ""começo da aposta"" (bring-in) deve ser igual ao ""começo da aposta"" ou maior.",Suivre,Suivre signifie placer la même mise effectuée par le joueur précédent. La première mise après le bring-in doit correspondre au bring-in ou la relancer.,Syna,"Att syna är att matcha föregående spelares satsning. Den första insatsen efter stora ""bring-in"" måste matcha ""bring-in"" eller höja den."
seven_card_stud_third_street,Raise,6,seven_card_stud_third_street_6,9,40,"To raise is to increase the bet amount made by the previous player. 

The first raise after the ‘bring-in’ has to complete the lower table limit, i.e. the player has to post the other half of the table lower table limit. All consequent raises should equal the lower table limit. As 7 Card Stud is a fixed-limit game, raises in each round are up to 4 times the take stake limit.",Raise,"To raise is to increase the bet amount made by the previous player. 

The first raise after the ‘bring-in’ has to complete the lower table limit, i.e. the player has to post the other half of the table lower table limit. All consequent raises should equal the lower table limit. As 7 Card Stud is a fixed-limit game, raises in each round are up to 4 times the take stake limit.",Erhöhen,"Erhöhen bedeutet den vom vorherigen Spieler entrichteten Einsatzbetrag zu erhöhen.

Mit dem ersten Erhöhen nach dem Bring-In muss der Mindesteinsatz des Tisches vervollständigt werden, d. h. der Spieler muss die andere Hälfte des Mindesteinsatzes am Tisch entrichten. Alle nachfolgenden Erhöhungen müssen dem Mindesteinsatz entsprechen. Da es sich beim 7 Card Stud um ein Spiel mit festen Einsätzen handelt, können die Einsätze in jeder Runde auf das bis zu 4-Fache des Einsatzlimits erhöht werden.
",Subir,"Subir es aumentar la cantidad apostada por el jugador anterior. La primera subida después del bring-in tiene que ser hasta el límite bajo de la mesa, a partir de ahí las siguiente subidas tienen que ser en esta misma cantidad, el límite bajo de la mesa. Como Seven Card Stud es un juego con límite fijo, en cada ronda puede haber cuatro subidas como máximo.",Raise,"At raise betyder at forøge den forudgående spillers indsats.

Det første raise efter bringin skal forøge indsatsen til bordets nedre grænse. Spilleren skal altså placere den anden halvdel af bordets nedre indsatsgrænse. Alle efterfølgende raises skal som minimum svare til bordets nedre grænse. 7-Card Stud spilles med fixed limit, og der kan derfor højst raises op til fire gange bordets indsatsgrænse i hver runde.",,,Aumentar,"Aumentar é aumentar o valor da aposta feita pelo jogador anterior.

O primeiro aumento após o ""começo da aposta"" (bring-in) deve completar o limite inferior da mesa, ou seja, o jogador deve colocar a outra metade do limite inferior da mesa. Todos os aumentos seguintes devem ser iguais ao limite inferior da mesa. Como o 7 Card Stud é um jogo de limite fixo, os aumentos em cada rodada são de até 4 vezes o limite de aposta adotado.",Relancer,"Relancer signifie augmenter le montant de la mise effectuée par le joueur précédent.

La première relance après le bring-in doit compléter la limite basse de la table, par exemple, le joueur doit placer l'autre moitié de la limite basse de la table. Toutes les relances consécutives doivent être égales à la limite basse de la table. Comme le 7 Card Stud est un jeu à limite fixe, les relances à chaque tour vont jusqu'à 4 fois la limite de mise de la table.",Höja,"Att höja är att öka föregående spelares satsning.

Den första höjningen efter ""bring-in"" måste slutföra den nedre bordsgränsen, d.v.s. spelaren måste lägga den andra halvan av bordets nedre bordsgräns. Alla efterföljande höjningar ska vara lika med den nedre bordsgränsen. Då 7 Card Stud är ett spel med fasta gränser är höjningarna i varje runda upp till 4 gånger insatsgränsen."
seven_card_stud_third_street,Fold,7,seven_card_stud_third_street_7,23,10,"To fold is to not play the hand. If you decide to fold, you are no longer eligible to take part in any more betting until a new game round starts.",Fold,"To fold is to not play the hand. If you decide to fold, you are no longer eligible to take part in any more betting until a new game round starts.",Aussteigen,"Aussteigen bedeutet, die Hand nicht zu spielen. Wenn Sie sich entschließen auszusteigen, können Sie sich erst wieder zu Beginn einer neuen Spielrunde an den Einsätzen beteiligen.",Tirarse,"Tirarse es no jugar la mano. Si decides tirarte, ya no puedes tomar parte en las apuestas hasta que comience una nueva mano.",Fold,"At folde betyder at give op. Hvis du folder, kan du ikke placere flere indsatser, før næste spillerunde starter.",,,Desistir,"Desistir é não jogar a mão. Se você decidir desistir, não terá mais direito a participar das apostas até que uma nova rodada do jogo comece.",Se coucher,"Se coucher signifie ne pas jouer une main. Si vous décidez de vous coucher, vous n'êtes plus éligible pour prendre part à une enchère ultérieure jusqu'au démarrage du tour d'une nouvelle partie.",Kasta korten,Att kasta korten är att inte spela handen. Om du bestämmer dig för att kasta korten är får du inte längre delta i någon mer satsning förrän en ny spelrunda startar. 
seven_card_stud_third_street,End of betting,8,seven_card_stud_third_street_8,39,10,"The betting round ends when all players, who have not folded, have wagered equal amounts in the pot.",End of betting,"The betting round ends when all players, who have not folded, have wagered equal amounts in the pot.",Ende der Einsatzrunde,"Die Einsatzrunde endet, wenn alle Spieler, die nicht ausgestiegen sind, die gleichen Einsätze in den Pot eingezahlt haben.",Fin de las apuestas,"La ronda de apuestas termina cuando todos los jugadores, que no se han tirado, han apostado la misma cantidad de fichas.",Afslutning af indsatsrunden,"Indsatsrunden slutter, når alle spillere, der ikke har foldet, har placeret lige store indsatser i puljen.",,,Fim das apostas,"A rodada de apostas termina depois que todos os jogadores, que não desistiram, tiverem apostado valores iguais no pote.",Fin des enchères,"Le tour d'enchère se termine quand tous les joueurs, ceux qui ne se sont pas couchés, ont des montants égaux de mises dans le pot.",Slut på satsning,"Satsningsrundan avslutas när alla spelare, som inte kastat korten, har satsat lika mycket var i potten."
seven_card_stud_fourth_street, Fourth Street,1,seven_card_stud_fourth_street_1,80,10,A face-up door card is dealt to each active player. Every active player now has four cards in total: two face-down hole cards and two face-up cards. Fourth Street is also where a second round of betting occurs., Fourth Street,A face-up door card is dealt to each active player. Every active player now has four cards in total: two face-down hole cards and two face-up cards. Fourth Street is also where a second round of betting occurs.,Die „Fourth Street“,"Jedem aktiven Spieler wird eine offene Door Card ausgeteilt. Nun hat jeder aktive Spieler insgesamt vier Karten: zwei verdeckte Taschenkarten und zwei offene Karten. Bei der Fourth Street findet außerdem eine zweite Einsatzrunde statt.",Cuarta calle,"Se reparte una carta boca arriba a cada jugador activo. Cada uno tiene ahora cuatro cartas en total, dos cara abajo y dos cara arriba. En la cuarta carta calle hay una segunda ronda de apuestas.",Fourth Street,Hver aktiv spiller tildeles et door card med billedsiden opad. Alle aktive spillere har nu fire kort i alt: To hole cards med billedsiden nedad og to kort med billedsiden opad. Fourth Street er også tidspunktet for den anden indsatsrunde.,,,Segunda carta aberta (Fourth Street),Uma carta de entrada virada para cima é dada para cada jogador ativo. Cada jogador ativo agora tem quatro cartas no total: duas cartas fechadas (viradas para baixo) e duas cartas viradas para cima. A segunda carta aberta (Fourth Street) também é onde ocorre uma segunda rodada de apostas.,Quatrième Rue,Une carte découverte est distribuée à chaque joueur actif. Chaque joueur actif dispose à présent de quatre cartes au total : deux cartes fermées et deux cartes découvertes. La Quatrième Rue est également le moment où un second tour d'enchère se produit.,Fjärde gatan,Ett uppåtvänt kort delas ut till varje spelare. Alla aktiva spelare har fyra kort totalt: två nedåtvända hålkort och två uppåtvända kort. Fjärde gatan är också där en andra satsningsrunda sker.
seven_card_stud_fourth_street,First player to act,2,seven_card_stud_fourth_street_2,90,10,"The first person to bet in the second betting round is the active player with the highest valued hand. Face-up cards are ranked in the same order as poker hands. On fourth street, the best hand is two aces showing (e.g. A♠-A♥), the worst hand is the lowest valued cards from the same suit (2♣- 3♣). Any pair is better than a non-pair. For example, 2♠-2♥ is better than A♠-K♥. 
The first player has the following options: check (not place a bet and move the action to the next active player in the game) or bet the lower table limit. If that player with the highest valued hand also has a pair, they also have the option to bet the higher table limit. After that, the betting actions moves clockwise around the table, with each player acting in turn.",First player to act,"The first person to bet in the second betting round is the active player with the highest valued hand. Face-up cards are ranked in the same order as poker hands. On fourth street, the best hand is two aces showing (e.g. A♠-A♥), the worst hand is the lowest valued cards from the same suit (2♣- 3♣). Any pair is better than a non-pair. For example, 2♠-2♥ is better than A♠-K♥. 
The first player has the following options: check (not place a bet and move the action to the next active player in the game) or bet the lower table limit. If that player with the highest valued hand also has a pair, they also have the option to bet the higher table limit. After that, the betting actions moves clockwise around the table, with each player acting in turn.",Der Eröffnungsspieler,"Der aktive Spieler mit der höchstwertigen Hand eröffnet die zweite Einsatzrunde. Die offenen Karten werden in derselben Reihenfolge wie Pokerhände gewertet. Bei der Fourth Street ist die beste Hand zwei Asse (Beispiel: A♠-A♥), die Hand mit dem niedrigsten Wert besteht aus den niedrigsten Karten derselben Farbe (2♣- 3♣). Ein Paar ist immer höher als zwei beliebige Karten, die kein Paar sind. Beispiel: 2♠-2♥ ist höher als A♠-K♥.

Der erste Spieler hat folgende Möglichkeiten: Er kann schieben (keinen Einsatz machen und das Recht zum Handeln an den nächsten aktiven Spieler im Spiel weiterreichen) oder den Mindesteinsatz entrichten. Wenn der Spieler mit der höchstwertigen Hand ein Paar hat, hat er darüber hinaus die Möglichkeit, den Höchsteinsatz am Tisch zu setzen. Anschließend läuft die Einsatzrunde im Uhrzeigersinn um den Tisch, von einem Spieler zum nächsten.",Primer jugador en actuar,"El primero en apostar en esta segunda ronda es el jugador active que tenga la mejor jugada en las cartas vistas. En la cuarta calle la mejor mano son dos ases (por ejemplo: A♠-A♥), y la peor las dos cartas más bajas del mismo palo (2♣- 3♣). Cualquier pareja es mejor que no tener pareja. Por ejemplo, 2♠-2♥ es mejor que A♠-K♥.

El primer jugador tiene las siguientes opciones: pasar (no apostar y dejar la acción al siguiente jugador activo) o apostar el límite bajo de la mesa. Si ese jugador con la mejor mano tuviera una pareja vista, también podría apostar el límite alto de la mesa. A continuación la acción se desarrolla en el sentido de las agujas del reloj, jugador por jugador.",Første spiller til at agere,"Spilleren med den bedste hånd lægger ud i anden indsatsrunde. Kort med billedsiden opad rangeres på samme måde som pokerhænder. På Fourth Street er den bedste hånd to viste esser (f.eks. A♠ A♥), mens den værste hånd er de to laveste kort i samme kulør (2♣ 3♣). Alle par er bedre end ikkepar. F.eks. er 2♠ 2♥ bedre end A♠ K♥.

Den første spiller har følgende muligheder: Checke (ikke placere nogen indsats og lade turen gå videre til næste spiller) eller placere en indsats, der svarer til bordets nedre grænse. Hvis spilleren med den mest værdifulde hånd har et par, har han eller hun desuden mulighed for at placere en indsats, der svarer til bordets øvre grænse. Derefter fortsætter turen med uret rundt om bordet, så spillerne én ad gangen kan foretage deres handlinger.",,,Primeiro jogador a agir,"A primeira pessoa a apostar na segunda rodada de apostas é o jogador ativo com a mão de maior valor. As cartas viradas para cima são classificadas na mesma ordem que as mãos de pôquer. Ao virar a segunda carta (Fourth Street), a melhor mão é dois Ases (ex. A♠-A♥), a pior mão é a formada pelas cartas de menor valor do mesmo naipe (2♣- 3♣). Qualquer par é melhor que nenhum par. Por exemplo, 2♠-2♥ é melhor que A♠-K♥.

O primeiro jogador tem as seguintes opções: pedir mesa (não fazer uma aposta e passar a vez para o próximo jogador ativo no jogo) ou apostar o limite inferior da mesa. Se esse jogador com a mão de valor maior também tiver um par, ele também terá a opção de apostar o limite superior da mesa. Depois disso, as apostas continuam no sentido horário, alternando-se entre os jogadores ao redor da mesa.",Premier joueur à agir,"La première personne à miser lors du second tour d'enchère est le joueur actif ayant la main la plus haute. Les cartes découvertes sont classées dans le même ordre que les mains de poker. Sur la Quatrième Rue, la meilleure main est deux As (par ex., A♠-A♥), et la pire main est les cartes les plus basses de la même couleur (2♣- 3♣). Toute paire est supérieure à une non paire. Par exemple, 2♠-2♥ est supérieur à A♠-K♥.

Le premier joueur dispose des options suivantes : checker (ne pas placer d'enchère et déplacer l'action vers le joueur suivant actif dans le jeu) ou miser la limite basse de la table. Si ce joueur avec la main la plus haute dispose d'une paire, il a également l'option de miser la limite haute de la table. Ensuite, les actions d'enchères se déplacent dans le sens des aiguilles d'une montre autour de la table, avec chaque joueur agissant à tour de rôle.",Första spelare att agera,"Den första personen att satsa i den andra satsningsrundan är den aktiva spelaren med den högst värderade handen. Uppåtvända kort rankas i samma ordning som pokerhänder. På fjärde gatan är den bästa handen två visade ess (t.ex. A♠-A♥), den sämsta handen är de lägst värderade korten från samma färg (2♣ 3♣). Alla par är bättre än en icke-par. Till exempel är 2♠-2♥ bättre än A♠-K♥.

Den första spelaren har följande alternativ: checka (att inte satsa och låta action gå vidare den till nästa aktiva spelaren i spelet) eller satsa den nedre bordsgränsen. Om spelaren med den högst värderade handen också har ett par, har de också möjlighet att satsa de övre bordsgränserna. Efter detta går satsningsåtgärderna vidare medurs runt bordet och varje spelare agerar i tur och ordning."
